city,state,dma_name,dma_code
PETERSON,AL,BIRMINGHAM (ANN & TUSC),630
MANCHACA,TX,AUSTIN,635
MANCELONA,MI,TRAVERSE CITY - CADILLAC,540
PETERSON,IA,SIOUX CITY,624
PETERSON,MN,ROCHESTR - MASON CITY - AUSTIN,611
MANAWA,WI,GREEN BAY - APPLETON,658
MANASSAS PARK,VA,"WASHINGTON, DC (HAGRSTWN)",511
PETERSTOWN,WV,BLUEFIELD - BECKLEY - OAK HILL,559
PETOSKEY,MI,TRAVERSE CITY - CADILLAC,540
PETRIFIED FOREST NATL PK,AZ,ALBUQUERQUE - SANTA FE,790
PETROLIA,CA,EUREKA,802
PETROLIA,PA,PITTSBURGH,508
PETROLIA,TX,WICHITA FALLS & LAWTON,627
PETROS,TN,KNOXVILLE,557
PETTIBONE,ND,MINOT - BISMARCK - DICKINSON,687
PETTIGREW,AR,FT. SMITH - FAY - SPRNGDL - RGRS,670
PETTISVILLE,OH,TOLEDO,547
MAGNOLIA,NC,GREENVILLE - N. BERN - WASHNGTN,545
MAGNOLIA,MS,"JACKSON, MS",718
MAGNOLIA,IL,PEORIA - BLOOMINGTON,675
PISGAH,IA,OMAHA,652
MACEDON,NY,"ROCHESTER, NY",538
PIPER CITY,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
PIPERSVILLE,PA,PHILADELPHIA,504
PIPESTEM,WV,BLUEFIELD - BECKLEY - OAK HILL,559
PIPESTONE,MN,SIOUX FALLS (MITCHELL),725
MACDONA,TX,SAN ANTONIO,641
PIRTLEVILLE,AZ,TUCSON (SIERRA VISTA),789
MACDOEL,CA,MEDFORD - KLAMATH FALLS,813
PIRU,CA,LOS ANGELES,803
PISECO,NY,ALBANY - SCHENECTADY - TROY,532
PISGAH,AL,HUNTSVILLE - DECATUR (FLOR),691
MACCLESFIELD,NC,RALEIGH - DURHAM (FAYETVLLE),560
PITTSBURG,KY,LEXINGTON,541
MACCLENNY,FL,JACKSONVILLE,561
PITCHER,NY,BINGHAMTON,502
PITKIN,CO,DENVER,751
PITKIN,LA,"ALEXANDRIA, LA",644
MACATAWA,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
PITSBURG,OH,DAYTON,542
PITTSBORO,NC,RALEIGH - DURHAM (FAYETVLLE),560
PITTSBURG,CA,SAN FRANCISCO - OAK - SAN JOSE,807
MAC ARTHUR,WV,BLUEFIELD - BECKLEY - OAK HILL,559
MABTON,WA,YAKIMA - PASCO - RCHLND - KNNWCK,810
PITTSBURG,IL,PADUCAH - CAPE GIRAR D - HARSBG,632
PIPE CREEK,TX,SAN ANTONIO,641
PIONEERTOWN,CA,LOS ANGELES,803
MACEDONIA,IL,PADUCAH - CAPE GIRAR D - HARSBG,632
PIONEER,LA,MONROE - EL DORADO,628
PINEY WOODS,MS,"JACKSON, MS",718
MACKVILLE,KY,LOUISVILLE,529
MACKSVILLE,KS,WICHITA - HUTCHINSON PLUS,678
MACKINAW CITY,MI,TRAVERSE CITY - CADILLAC,540
MACKINAW,IL,PEORIA - BLOOMINGTON,675
PINK HILL,NC,GREENVILLE - N. BERN - WASHNGTN,545
MACKINAC ISLAND,MI,TRAVERSE CITY - CADILLAC,540
PINNACLE,NC,GREENSBORO - H. POINT - W. SALEM,518
PINOLA,MS,"JACKSON, MS",718
PINOLE,CA,SAN FRANCISCO - OAK - SAN JOSE,807
MACKEYVILLE,PA,WILKES BARRE - SCRANTON,577
MACKEY,IN,EVANSVILLE,649
MACKAY,ID,IDAHO FALLS - POCATELLO,758
MACK,CO,GRAND JUNCTION - MONTROSE,773
PINON,AZ,PHOENIX (PRESCOTT),753
MACHIPONGO,VA,NORFOLK - PORTSMTH - NEWPT NWS,544
PINON,NM,ALBUQUERQUE - SANTA FE,790
PINON HILLS,CA,LOS ANGELES,803
MACHIAS,NY,BUFFALO,514
PINSON,TN,"JACKSON, TN",639
PINTO,MD,"WASHINGTON, DC (HAGRSTWN)",511
PIOCHE,NV,LAS VEGAS,839
PIONEER,CA,SACRAMNTO - STKTN - MODESTO,862
PITTSBURG,KS,JOPLIN - PITTSBURG,603
PITTSBURG,OK,TULSA,671
PIKEVILLE,NC,RALEIGH - DURHAM (FAYETVLLE),560
LYONS,CO,DENVER,751
PLAINFIELD,IN,INDIANAPOLIS,527
LYONS,NY,"ROCHESTER, NY",538
LYONS,NE,SIOUX CITY,624
PLAINFIELD,OH,"COLUMBUS, OH",535
PLAINFIELD,PA,HARRISBURG - LNCSTR - LEB - YORK,566
LYONS,KS,WICHITA - HUTCHINSON PLUS,678
LYONS,IN,TERRE HAUTE,581
PLAINFIELD,WI,GREEN BAY - APPLETON,658
LYONS,IL,CHICAGO,602
LYONS,GA,SAVANNAH,507
LYON STATION,PA,PHILADELPHIA,504
PITTSBURG,TX,TYLER - LONGVIEW (LFKN & NCGD),709
PLAINS,GA,"COLUMBUS, GA",522
LYNWOOD,CA,LOS ANGELES,803
LYNNVILLE,TN,NASHVILLE,659
LYNNVILLE,IN,EVANSVILLE,649
PLAINS,KS,WICHITA - HUTCHINSON PLUS,678
PLAINS,MT,MISSOULA,762
PLAINS,PA,WILKES BARRE - SCRANTON,577
PLAINS,TX,LUBBOCK,651
PLAINVIEW,AR,LITTLE ROCK - PINE BLUFF,693
PLAINVIEW,MN,MINNEAPOLIS - ST. PAUL,613
PLAINVIEW,NE,SIOUX CITY,624
LYONS,OH,TOLEDO,547
LYONS,TX,WACO - TEMPLE - BRYAN,625
PLAINFIELD,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
PLAIN DEALING,LA,SHREVEPORT,612
MABSCOTT,WV,BLUEFIELD - BECKLEY - OAK HILL,559
MABLETON,GA,ATLANTA,524
PITTSFIELD,PA,ERIE,516
PITTSFORD,MI,LANSING,551
PITTSFORD,NY,"ROCHESTER, NY",538
MABIE,WV,CLARKSBURG - WESTON,598
PITTSVIEW,AL,"COLUMBUS, GA",522
MABEN,MS,COLUMBUS - TUPELO - WEST POINT,673
PITTSVILLE,MD,SALISBURY,576
MABELVALE,AR,LITTLE ROCK - PINE BLUFF,693
MABEL,MN,ROCHESTR - MASON CITY - AUSTIN,611
PITTSVILLE,WI,WAUSAU - RHINELANDER,705
PIXLEY,CA,FRESNO - VISALIA,866
PLACEDO,TX,VICTORIA,626
LYTTON,IA,DES MOINES - AMES,679
LYTLE CREEK,CA,LOS ANGELES,803
PLACERVILLE,CA,SACRAMNTO - STKTN - MODESTO,862
PLACERVILLE,CO,DENVER,751
LYONS FALLS,NY,WATERTOWN,549
LYONS,WI,MILWAUKEE,617
PLACITAS,NM,ALBUQUERQUE - SANTA FE,790
PLAIN,WI,MADISON,669
PLAIN CITY,OH,"COLUMBUS, OH",535
PINEY VIEW,WV,BLUEFIELD - BECKLEY - OAK HILL,559
PINEY POINT,MD,"WASHINGTON, DC (HAGRSTWN)",511
MACOMB,IL,QUINCY - HANNIBAL - KEOKUK,717
PINE GROVE,WV,WHEELING - STEUBENVILLE,554
MAGAZINE,AR,FT. SMITH - FAY - SPRNGDL - RGRS,670
PINE BLUFFS,WY,CHEYENNE - SCOTTSBLUF,759
PINE BUSH,NY,NEW YORK,501
MAGALIA,CA,CHICO - REDDING,868
MAEYSTOWN,IL,ST. LOUIS,609
MADRID,NY,WATERTOWN,549
PINE CITY,MN,MINNEAPOLIS - ST. PAUL,613
MADRID,NE,LINCOLN & HSTNGS - KRNY,722
PINE FORGE,PA,PHILADELPHIA,504
PINE GROVE,CA,SACRAMNTO - STKTN - MODESTO,862
PINE GROVE,LA,BATON ROUGE,716
PINE GROVE MILLS,PA,JOHNSTOWN - ALTOONA,574
PINEY FLATS,TN,"TRI - CITIES, TN - VA",531
PINE HILL,AL,MONTGOMERY (SELMA),698
PINE ISLAND,MN,MINNEAPOLIS - ST. PAUL,613
MADISONVILLE,TX,WACO - TEMPLE - BRYAN,625
PINE ISLAND,NY,NEW YORK,501
MADISONVILLE,TN,KNOXVILLE,557
PINE LAKE,GA,ATLANTA,524
MADISONVILLE,LA,NEW ORLEANS,622
PINE LEVEL,AL,MONTGOMERY (SELMA),698
PINE MOUNTAIN,GA,"COLUMBUS, GA",522
MADISONBURG,PA,JOHNSTOWN - ALTOONA,574
PINE MOUNTAIN CLUB,CA,BAKERSFIELD,800
PINE,CO,DENVER,751
PINE,AZ,PHOENIX (PRESCOTT),753
PINDALL,AR,LITTLE ROCK - PINE BLUFF,693
PINCONNING,MI,FLINT - SAGINAW - BAY CITY,513
PIKEVILLE,TN,CHATTANOOGA,575
PILGRIMS KNOB,VA,"TRI - CITIES, TN - VA",531
PILLAGER,MN,MINNEAPOLIS - ST. PAUL,613
PILLOW,PA,HARRISBURG - LNCSTR - LEB - YORK,566
MAGNOLIA,DE,PHILADELPHIA,504
PILOT,VA,ROANOKE - LYNCHBURG,573
PILOT GROVE,MO,COLUMBIA - JEFFERSON CITY,604
PILOT HILL,CA,SACRAMNTO - STKTN - MODESTO,862
PILOT KNOB,MO,ST. LOUIS,609
MAGNETIC SPRINGS,OH,"COLUMBUS, OH",535
MAGNET,NE,SIOUX CITY,624
PILOT MOUNTAIN,NC,GREENSBORO - H. POINT - W. SALEM,518
PILOT POINT,TX,DALLAS - FT. WORTH,623
MAGNESS,AR,LITTLE ROCK - PINE BLUFF,693
PILOT ROCK,OR,YAKIMA - PASCO - RCHLND - KNNWCK,810
PIMA,AZ,PHOENIX (PRESCOTT),753
PINCH,WV,CHARLESTON - HUNTINGTON,564
MAGNA,UT,SALT LAKE CITY,770
MAGGIE VALLEY,NC,GREENVLL - SPART - ASHEVLL - AND,567
MAGEE,MS,"JACKSON, MS",718
PINCKARD,AL,DOTHAN,606
MAGDALENA,NM,ALBUQUERQUE - SANTA FE,790
PINCKNEYVILLE,IL,PADUCAH - CAPE GIRAR D - HARSBG,632
MADISON LAKE,MN,MANKATO,737
MADISON HEIGHTS,VA,ROANOKE - LYNCHBURG,573
MADISON HEIGHTS,MI,DETROIT,505
MADELINE,CA,RENO,811
PINETOP,AZ,PHOENIX (PRESCOTT),753
MADELIA,MN,MANKATO,737
PINETOPS,NC,RALEIGH - DURHAM (FAYETVLLE),560
PINETOWN,NC,GREENVILLE - N. BERN - WASHNGTN,545
MADDOCK,ND,FARGO - VALLEY CITY,724
MADDEN,MS,"JACKSON, MS",718
PINEVIEW,GA,MACON,503
MAD RIVER,CA,CHICO - REDDING,868
MACY,NE,SIOUX CITY,624
MACY,IN,INDIANAPOLIS,527
MACUNGIE,PA,PHILADELPHIA,504
PINEVILLE,NC,CHARLOTTE,517
MACON,MS,COLUMBUS - TUPELO - WEST POINT,673
MACON,MO,OTTUMWA - KIRKSVILLE,631
PINEVILLE,PA,PHILADELPHIA,504
MACON,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
PINEVILLE,SC,"CHARLESTON, SC",519
MACOMB,OK,OKLAHOMA CITY,650
MACOMB,MO,"SPRINGFIELD, MO",619
PINEVILLE,WV,BLUEFIELD - BECKLEY - OAK HILL,559
PINEWOOD,SC,"COLUMBIA, SC",546
PINEY CREEK,NC,GREENSBORO - H. POINT - W. SALEM,518
PINEOLA,NC,CHARLOTTE,517
MADISON,AR,MEMPHIS,640
PINE PRAIRIE,LA,"LAFAYETTE, LA",642
PINELAND,TX,TYLER - LONGVIEW (LFKN & NCGD),709
PINE RIDGE,SD,RAPID CITY,764
PINE RIVER,MN,MINNEAPOLIS - ST. PAUL,613
PINE RIVER,WI,GREEN BAY - APPLETON,658
PINE VALLEY,CA,SAN DIEGO,825
MADISON,WV,CHARLESTON - HUNTINGTON,564
PINE VILLAGE,IN,"LAFAYETTE, IN",582
MADISON,PA,PITTSBURGH,508
PINEBLUFF,NC,RALEIGH - DURHAM (FAYETVLLE),560
PINECLIFFE,CO,DENVER,751
PINECREST,CA,SACRAMNTO - STKTN - MODESTO,862
PINEDALE,AZ,PHOENIX (PRESCOTT),753
MADISON,NE,SIOUX CITY,624
MADISON,NC,GREENSBORO - H. POINT - W. SALEM,518
PINEDALE,WY,SALT LAKE CITY,770
PINEHILL,NM,ALBUQUERQUE - SANTA FE,790
PINEHURST,GA,MACON,503
MADISON,MO,QUINCY - HANNIBAL - KEOKUK,717
MADISON,IN,LOUISVILLE,529
PINEHURST,TX,HOUSTON,618
PINELAND,FL,FT. MYERS - NAPLES,571
PINELAND,SC,SAVANNAH,507
MADISON,GA,ATLANTA,524
MADISON,CA,SACRAMNTO - STKTN - MODESTO,862
PERRY,LA,"LAFAYETTE, LA",642
MANITOU,KY,EVANSVILLE,649
PERRY,KS,TOPEKA,605
MARION,AR,MEMPHIS,640
MARION,MI,TRAVERSE CITY - CADILLAC,540
MARION,LA,MONROE - EL DORADO,628
PATCH GROVE,WI,MADISON,669
MARION,KY,PADUCAH - CAPE GIRAR D - HARSBG,632
MARION,KS,WICHITA - HUTCHINSON PLUS,678
PATCHOGUE,NY,NEW YORK,501
PATEROS,WA,SPOKANE,881
PATERSON,WA,YAKIMA - PASCO - RCHLND - KNNWCK,810
MARION,IL,PADUCAH - CAPE GIRAR D - HARSBG,632
PATHFORK,KY,KNOXVILLE,557
MARION,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
MARION,AL,MONTGOMERY (SELMA),698
MARINA,CA,MONTEREY - SALINAS,828
MARINGOUIN,LA,BATON ROUGE,716
PATOKA,IN,EVANSVILLE,649
MARINETTE,WI,GREEN BAY - APPLETON,658
MARINE ON SAINT CROIX,MN,MINNEAPOLIS - ST. PAUL,613
MARINE CITY,MI,DETROIT,505
PATRICK,SC,CHARLOTTE,517
PATRICK AIR FORCE BASE,FL,ORLANDO - DAYTONA BCH - MELBRN,534
MARINA DEL REY,CA,LOS ANGELES,803
PATRICK SPRINGS,VA,GREENSBORO - H. POINT - W. SALEM,518
PATRICKSBURG,IN,INDIANAPOLIS,527
PATTERSON,AR,LITTLE ROCK - PINE BLUFF,693
MARION,MS,MERIDIAN,711
PATASKALA,OH,"COLUMBUS, OH",535
PATAGONIA,AZ,TUCSON (SIERRA VISTA),789
PASS CHRISTIAN,MS,BILOXI - GULFPORT,746
MARK,IL,PEORIA - BLOOMINGTON,675
PARSONS,KS,JOPLIN - PITTSBURG,603
PARSONS,TN,"JACKSON, TN",639
MARISSA,IL,ST. LOUIS,609
MARIPOSA,CA,FRESNO - VISALIA,866
MARIONVILLE,VA,NORFOLK - PORTSMTH - NEWPT NWS,544
PARSONS,WV,CLARKSBURG - WESTON,598
PARSONSBURG,MD,SALISBURY,576
MARION JUNCTION,AL,MONTGOMERY (SELMA),698
PARTHENON,AR,"SPRINGFIELD, MO",619
PARTLOW,VA,"WASHINGTON, DC (HAGRSTWN)",511
PARTRIDGE,KY,"TRI - CITIES, TN - VA",531
MARION HEIGHTS,PA,WILKES BARRE - SCRANTON,577
MARION,VA,"TRI - CITIES, TN - VA",531
MARION,TX,SAN ANTONIO,641
MARION,SD,SIOUX FALLS (MITCHELL),725
MARION,SC,MYRTLE BEACH - FLORENCE,570
MARION,PA,HARRISBURG - LNCSTR - LEB - YORK,566
MARION,NY,"ROCHESTER, NY",538
PASKENTA,CA,CHICO - REDDING,868
MARION,ND,FARGO - VALLEY CITY,724
MARION,MT,MISSOULA,762
PATTERSON,CA,SACRAMNTO - STKTN - MODESTO,862
MARIETTA,TX,SHREVEPORT,612
PAWNEE,OK,TULSA,671
PAVO,GA,TALLAHASSEE - THOMASVILLE,530
PAULINA,OR,"PORTLAND, OR",820
PAULINE,SC,GREENVLL - SPART - ASHEVLL - AND,567
PAULLINA,IA,SIOUX CITY,624
PAULS VALLEY,OK,OKLAHOMA CITY,650
MARIANNA,AR,MEMPHIS,640
PAUMA VALLEY,CA,SAN DIEGO,825
PAUPACK,PA,NEW YORK,501
MARIA STEIN,OH,DAYTON,542
MARGATE,FL,MIAMI - FT. LAUDERDALE,528
MARGARETVILLE,NY,BINGHAMTON,502
PAVILLION,WY,CASPER - RIVERTON,767
MARGARET,AL,BIRMINGHAM (ANN & TUSC),630
PATTERSON,GA,JACKSONVILLE,561
MARFA,TX,ODESSA - MIDLAND,633
MARENISCO,MI,DULUTH - SUPERIOR,676
PAW CREEK,NC,CHARLOTTE,517
MARENGO,OH,"COLUMBUS, OH",535
PAW PAW,IL,ROCKFORD,610
PAW PAW,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
ORANGE CITY,IA,SIOUX CITY,624
PAWLEYS ISLAND,SC,"CHARLESTON, SC",519
MARCY,NY,UTICA,526
MARCUS HOOK,PA,PHILADELPHIA,504
PAWLING,NY,NEW YORK,501
PAULINA,LA,NEW ORLEANS,622
MARIBEL,WI,GREEN BAY - APPLETON,658
PAULDING,OH,FT. WAYNE,509
PAULDING,MS,HATTIESBURG - LAUREL,710
MARIETTA,SC,GREENVLL - SPART - ASHEVLL - AND,567
PATTERSON,IL,ST. LOUIS,609
MARIETTA,PA,HARRISBURG - LNCSTR - LEB - YORK,566
PATTERSON,LA,BATON ROUGE,716
MARIETTA,OH,PARKERSBURG,597
PATTERSON,MO,PADUCAH - CAPE GIRAR D - HARSBG,632
PATTERSON,NC,CHARLOTTE,517
PATTERSONVILLE,NY,ALBANY - SCHENECTADY - TROY,532
PATTISON,MS,"JACKSON, MS",718
PATTISON,TX,HOUSTON,618
PATTON,CA,LOS ANGELES,803
PATTON,PA,JOHNSTOWN - ALTOONA,574
MARIETTA,NY,SYRACUSE,555
PATTONSBURG,MO,KANSAS CITY,616
MARIETTA,NC,MYRTLE BEACH - FLORENCE,570
PATTONVILLE,TX,DALLAS - FT. WORTH,623
PAUL,ID,TWIN FALLS,760
MARIETTA,MS,COLUMBUS - TUPELO - WEST POINT,673
MARIETTA,IL,PEORIA - BLOOMINGTON,675
MARIENVILLE,PA,PITTSBURGH,508
PAUL SMITHS,NY,BURLINGTON - PLATTSBURGH,523
MARICOPA,CA,BAKERSFIELD,800
PAULDEN,AZ,PHOENIX (PRESCOTT),753
PARSHALL,ND,MINOT - BISMARCK - DICKINSON,687
MARKED TREE,AR,MEMPHIS,640
MARKESAN,WI,GREEN BAY - APPLETON,658
MARSHALLTOWN,IA,DES MOINES - AMES,679
PARK HILLS,MO,ST. LOUIS,609
PARK RAPIDS,MN,MINNEAPOLIS - ST. PAUL,613
PARK RIDGE,IL,CHICAGO,602
PARK RIVER,ND,FARGO - VALLEY CITY,724
MARSHES SIDING,KY,KNOXVILLE,557
PARK VALLEY,UT,SALT LAKE CITY,770
PARKDALE,AR,MONROE - EL DORADO,628
MARSHALLVILLE,OH,CLEVELAND - AKRON (CANTON),510
MARSHALLVILLE,GA,MACON,503
PARKER,ID,IDAHO FALLS - POCATELLO,758
PARKER,PA,PITTSBURGH,508
PARSHALL,CO,DENVER,751
MARSHALLS CREEK,PA,WILKES BARRE - SCRANTON,577
MARSHALL,WI,MADISON,669
MARSHALL,WA,SPOKANE,881
MARSHALL,OK,OKLAHOMA CITY,650
PARKER,WA,YAKIMA - PASCO - RCHLND - KNNWCK,810
MARSHALL,MO,KANSAS CITY,616
PARKER CITY,IN,INDIANAPOLIS,527
MARSHALL,MN,MINNEAPOLIS - ST. PAUL,613
PARKER DAM,CA,LOS ANGELES,803
PARKER FORD,PA,PHILADELPHIA,504
PARKERS LAKE,KY,KNOXVILLE,557
MARSHVILLE,NC,CHARLOTTE,517
PARK HILL,OK,TULSA,671
PARK FALLS,WI,WAUSAU - RHINELANDER,705
MARSING,ID,BOISE,757
PARADISE VALLEY,NV,RENO,811
PARADOX,CO,GRAND JUNCTION - MONTROSE,773
PARAGON,IN,INDIANAPOLIS,527
MARTIN,TN,PADUCAH - CAPE GIRAR D - HARSBG,632
PARAGONAH,UT,SALT LAKE CITY,770
PARAMOUNT,CA,LOS ANGELES,803
MARTIN,PA,PITTSBURGH,508
MARTIN,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
PARIS,AR,FT. SMITH - FAY - SPRNGDL - RGRS,670
PARIS,ID,SALT LAKE CITY,770
MARTIN,GA,GREENVLL - SPART - ASHEVLL - AND,567
MARTHAVILLE,LA,SHREVEPORT,612
MARTHASVILLE,MO,ST. LOUIS,609
MARTHA,OK,WICHITA FALLS & LAWTON,627
MARTELLE,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
PARIS,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
MARTELL,NE,LINCOLN & HSTNGS - KRNY,722
PARIS,TN,NASHVILLE,659
MART,TX,WACO - TEMPLE - BRYAN,625
PARISH,NY,SYRACUSE,555
PARISHVILLE,NY,WATERTOWN,549
PARK CITY,MT,BILLINGS,756
MARSTON,MO,PADUCAH - CAPE GIRAR D - HARSBG,632
PARKERS PRAIRIE,MN,FARGO - VALLEY CITY,724
MARSHALL,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
PARKERSBURG,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
MAROA,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
PARMA,ID,BOISE,757
MARLIN,WA,SPOKANE,881
PARMELEE,SD,SIOUX FALLS (MITCHELL),725
PARNELL,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
MARLIN,TX,WACO - TEMPLE - BRYAN,625
PARON,AR,LITTLE ROCK - PINE BLUFF,693
PAROWAN,UT,SALT LAKE CITY,770
MARLETTE,MI,DETROIT,505
PARRIS ISLAND,SC,SAVANNAH,507
MARLAND,OK,OKLAHOMA CITY,650
PARRISH,AL,BIRMINGHAM (ANN & TUSC),630
MARKSVILLE,LA,"ALEXANDRIA, LA",644
MARKS,MS,MEMPHIS,640
MARKLEVILLE,IN,INDIANAPOLIS,527
MARKLETON,PA,JOHNSTOWN - ALTOONA,574
MARKLEEVILLE,CA,RENO,811
MARKLE,IN,FT. WAYNE,509
MARKHAM,TX,HOUSTON,618
PARRISH,FL,TAMPA - ST. PETE (SARASOTA),539
PARROTT,GA,"ALBANY, GA",525
PARROTT,VA,ROANOKE - LYNCHBURG,573
PARROTTSVILLE,TN,KNOXVILLE,557
PARRYVILLE,PA,WILKES BARRE - SCRANTON,577
MARLOW,OK,WICHITA FALLS & LAWTON,627
MARQUETTE,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
MARSHALL,IN,TERRE HAUTE,581
PARLIER,CA,FRESNO - VISALIA,866
PARKERSBURG,IL,TERRE HAUTE,581
MARSHALL,CA,SAN FRANCISCO - OAK - SAN JOSE,807
MARSEILLES,IL,CHICAGO,602
MARS HILL,NC,GREENVLL - SPART - ASHEVLL - AND,567
PARKESBURG,PA,PHILADELPHIA,504
MARS,PA,PITTSBURGH,508
MARROWBONE,KY,NASHVILLE,659
PARKIN,AR,MEMPHIS,640
PARKMAN,OH,CLEVELAND - AKRON (CANTON),510
PARKMAN,WY,RAPID CITY,764
PARKS,AR,FT. SMITH - FAY - SPRNGDL - RGRS,670
PARKS,AZ,PHOENIX (PRESCOTT),753
PARKSLEY,VA,NORFOLK - PORTSMTH - NEWPT NWS,544
MARQUEZ,TX,WACO - TEMPLE - BRYAN,625
PARKSTON,SD,SIOUX FALLS (MITCHELL),725
PARKSVILLE,KY,LEXINGTON,541
MARQUETTE,WI,GREEN BAY - APPLETON,658
MARQUETTE,NE,LINCOLN & HSTNGS - KRNY,722
MARQUETTE,MI,MARQUETTE,553
PARKSVILLE,SC,AUGUSTA,520
PARKTON,MD,BALTIMORE,512
PARKVILLE,MD,BALTIMORE,512
PARKVILLE,MO,KANSAS CITY,616
PAWNEE,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
MARCUS,WA,SPOKANE,881
MANITOU,OK,WICHITA FALLS & LAWTON,627
PENNGROVE,CA,SAN FRANCISCO - OAK - SAN JOSE,807
PENINSULA,OH,CLEVELAND - AKRON (CANTON),510
PENLAND,NC,GREENVLL - SPART - ASHEVLL - AND,567
PENN RUN,PA,PITTSBURGH,508
PENN VALLEY,CA,SACRAMNTO - STKTN - MODESTO,862
MANTACHIE,MS,COLUMBUS - TUPELO - WEST POINT,673
MANSURA,LA,"ALEXANDRIA, LA",644
MANSON,WA,SEATTLE - TACOMA,819
MANSON,NC,RALEIGH - DURHAM (FAYETVLLE),560
PENN YAN,NY,"ROCHESTER, NY",538
PENNELLVILLE,NY,SYRACUSE,555
PENNEY FARMS,FL,JACKSONVILLE,561
MANSON,IA,DES MOINES - AMES,679
MANSFIELD,TX,DALLAS - FT. WORTH,623
PENNINGTON,AL,MERIDIAN,711
PENNINGTON,TX,HOUSTON,618
PENNINGTON GAP,VA,"TRI - CITIES, TN - VA",531
MANSFIELD,WA,SEATTLE - TACOMA,819
PENNOCK,MN,MINNEAPOLIS - ST. PAUL,613
PENNS CREEK,PA,WILKES BARRE - SCRANTON,577
PENNS PARK,PA,PHILADELPHIA,504
PENNSBORO,WV,CLARKSBURG - WESTON,598
PENNSYLVANIA FURNACE,PA,JOHNSTOWN - ALTOONA,574
PENNVILLE,IN,FT. WAYNE,509
PENROSE,CO,COLORADO SPRINGS - PUEBLO,752
PENHOOK,VA,ROANOKE - LYNCHBURG,573
PENGILLY,MN,DULUTH - SUPERIOR,676
PENFIELD,PA,JOHNSTOWN - ALTOONA,574
PENFIELD,NY,"ROCHESTER, NY",538
MANVEL,TX,HOUSTON,618
PEMBROKE,GA,SAVANNAH,507
PEMBROKE,NC,MYRTLE BEACH - FLORENCE,570
PEMBROKE,VA,ROANOKE - LYNCHBURG,573
MANTUA,OH,CLEVELAND - AKRON (CANTON),510
PEN ARGYL,PA,PHILADELPHIA,504
MANTON,MI,TRAVERSE CITY - CADILLAC,540
MANTON,CA,CHICO - REDDING,868
PENASCO,NM,ALBUQUERQUE - SANTA FE,790
PENCIL BLUFF,AR,LITTLE ROCK - PINE BLUFF,693
PENDER,NE,SIOUX CITY,624
MANTI,UT,SALT LAKE CITY,770
MANTEO,NC,NORFOLK - PORTSMTH - NEWPT NWS,544
PENDLETON,IN,INDIANAPOLIS,527
PENDLETON,KY,LOUISVILLE,529
MANTENO,IL,CHICAGO,602
PENDLETON,NC,NORFOLK - PORTSMTH - NEWPT NWS,544
PENDLETON,SC,GREENVLL - SPART - ASHEVLL - AND,567
MANTEE,MS,COLUMBUS - TUPELO - WEST POINT,673
PENDLETON,TX,WACO - TEMPLE - BRYAN,625
PENDROY,MT,GREAT FALLS,755
PENELOPE,TX,DALLAS - FT. WORTH,623
PENFIELD,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
PENROSE,NC,GREENVLL - SPART - ASHEVLL - AND,567
PENRYN,CA,SACRAMNTO - STKTN - MODESTO,862
PAWNEE,TX,CORPUS CHRISTI,600
PERKINS,OK,OKLAHOMA CITY,650
MANLY,IA,ROCHESTR - MASON CITY - AUSTIN,611
PERHAM,MN,FARGO - VALLEY CITY,724
MANLIUS,NY,SYRACUSE,555
PERIDOT,AZ,PHOENIX (PRESCOTT),753
MANLIUS,IL,DAVENPORT - R. ISLAND - MOLINE,682
PERKASIE,PA,PHILADELPHIA,504
MANLEY,NE,OMAHA,652
PERKINS,GA,AUGUSTA,520
PERKINS,MI,MARQUETTE,553
PERKINS,MO,PADUCAH - CAPE GIRAR D - HARSBG,632
PERKINSTON,MS,BILOXI - GULFPORT,746
MANSFIELD,TN,NASHVILLE,659
PERKINSVILLE,NY,ELMIRA (CORNING),565
PERKIOMENVILLE,PA,PHILADELPHIA,504
MANKATO,KS,LINCOLN & HSTNGS - KRNY,722
PERRIN,TX,DALLAS - FT. WORTH,623
PERRINTON,MI,FLINT - SAGINAW - BAY CITY,513
MANITOU SPRINGS,CO,COLORADO SPRINGS - PUEBLO,752
PERRY,AR,LITTLE ROCK - PINE BLUFF,693
PERRY,GA,MACON,503
MANITOU BEACH,MI,TOLEDO,547
PERRY,IA,DES MOINES - AMES,679
PERRY,IL,QUINCY - HANNIBAL - KEOKUK,717
